userName,content,score,thumbsUpCount,at
Destini,pelayanannya 👍,5,0,2025-05-14 14:14:14
Aril Arifin,"rekomendasi banget buat pemula yang ingin coba"" apk nya bagus banget fitur""nya juga lengkap",5,0,2025-05-14 14:06:18
Dessy Yulandari,banyak bgt diskonnya 🙂,5,0,2025-05-14 13:55:15
resa aditya,sabgant buagussss,5,0,2025-05-14 13:31:43
Utta,Banyak bug asli,3,0,2025-05-14 13:17:27
Wijaya Jati,mudah dan cepat,5,0,2025-05-14 13:03:10
Kyy Zenin,"tiap kali beli DI SINI expedisinya AMPAS banget! udah berapa kali aja beli paket ga dikirim² sampe akhirnya batal. gua nunggu sabar² ujungnya gitu mulu. padahal beli di toko yang satu Daerah tapi udah 3 hari ga dikirim² padahal dikemas dari pas gua checkout. ini ekspedisinya benerin lah, lebih sampah daripada sampah! jelek BANGET",1,0,2025-05-14 12:51:30
Dian Doank,kenapa saya gk bisa update tokped?,4,0,2025-05-14 12:29:35
Nur Hafizah,bagus dan banyak diskon yg didapet selama tanggal kembar mau pun tiap hari,4,0,2025-05-14 12:10:47
Toni Rianto Manik,Coba yang terb.,5,0,2025-05-14 12:08:08
Sri mulyani Mulyani,udh d updet msh g bs kebuka mlh minta updet,1,0,2025-05-14 11:50:44
Nur Aeni,"hati hati belanja di sini , Karna kalo barang datang terlambat melebihi waktu estimasi Pun mereka ga mau di salahkan, dan memberi jawaban perubahan masa estimasi bisa berubah sewaktu-waktu, sedangkan itu sangat merugikan bagi kita sebagai pembeli bahkan saya menggunakan asuransi pengiriman tapi ga guna guys hati hati ya",1,0,2025-05-14 11:40:52
Rudi Firmansyah,good,5,0,2025-05-14 11:28:14
Mahmud Mud,ok semoga amanah dan sukses,5,0,2025-05-14 11:26:43
Teguh Laksana,"saya sangat kecewa kepada Tokopedia. masih banyak toko yang melakukan penipuan dan tokopedia tidak mau melindungi konsumen. contoh seminggu yang lalu saya pesan minyak goreng tapi pembeli mengirim kan paket casing hp. saya sudah membuat laporan tetapi Tokopedia tidak memberikan penjelasan lebih lanjut dan mereka sangat sulit untuk dihubungi harus kontak ini itu bertele2. TIDAK ADA SISTEM PENGEMBALIAN BARANG, DAN PENGIRIMAN MEMILIKI WEWENANG PENUH UNTUK MANYATAKAN PAKET TELAH SELESAI DIKIRIM.",1,0,2025-05-14 11:24:13
29chyau,Tokopedia sering nge bug force close sendiri parah. buka iklan penjual sering eror!!!,1,0,2025-05-14 11:17:09
Andika Syahrul R,nice,5,0,2025-05-14 11:15:23
Syaifuddin Koroy,👍👍,5,0,2025-05-14 11:08:51
anditya sasongko,"sumpah aplikasi sampah, seller2 bermasalah di pelihara, tokped care tidak membantu dan ribet, seller bermasalah kita laporkan pengembalian malah harus menunggu konfirm dr si seller, lah yg bermasalah seller kok,",1,0,2025-05-14 11:04:39
Sepul Khudori,kenapa sekarang tidak pernah ada diskon setiap bulannya??,3,0,2025-05-14 10:57:33
Ga Me,tolong kembalikan lagi fitur pembayaran melalu transfer mobile banking. karena sangat memudahkan transaksi pembayaran,1,82,2025-05-14 10:56:39
Gagak Rimang,Well good 👍,5,0,2025-05-14 10:50:10
Durahman Petarukan,uninstall,1,0,2025-05-14 10:49:23
eka kodrat,oke,5,0,2025-05-14 10:41:11
Yusuf Karnaen,terimakasih,5,0,2025-05-14 10:30:36
Yudhi Kartika,begitu mudah dan cepat,5,0,2025-05-14 10:24:01
Hanaa,"untuk aplikasinya,saya suka sii. udah baguss. tapi, tolong lebih perhatiin ekspedisi yang kalian pilih. ekspedisi hampir sering Tokopedia ini pake JNE, lelet banget. info di gerai lokasi 4 harian ga di kirim ke tmpat saya. lebih dari estimasi. seminggu di perjalanan, 4 hari di kantor. kek mana lha kalen kerja nih hah. bilang alamat ga ditemukan, klo gatau jalan.. bisa call aja saya juga udah cantumin nomor. ngeles terus JNE ini. suka apk nya, tapi bikin males klo ngadepin ekspedisi bgni terus",3,7,2025-05-14 09:58:46
Sania Nia,apk ini ganggu aja bnyak iklan nya ga suka,1,0,2025-05-14 09:55:43
Nabil Habibul illah,gak bisa ubah nama toko. kekurangan yang sangat berpengaruh pada pengguna seller yang baru mulai usaha. aku harap ada solusi bisa rubah nama domain toko,2,0,2025-05-14 09:35:42
Sali Effendi,"nunggu orderan sampe lama, dah sampe barang salah balikin barang sekarang bayar sendiri ongkir nya makin males kw depan nya pakai tokopedia",1,0,2025-05-14 09:22:45
Pengguna Google,"tolong di tambahkan fitur batalkan transaksi karena di toped banyak orang yg GK niat jual ,uang kita kepending disitu beberapa hari",1,0,2025-05-14 09:21:56
Abas Purbasari,lambat,5,0,2025-05-14 09:13:00
Haris Priyanto,oke lah bosss,5,0,2025-05-14 08:44:12
Aeni Mutiara,ok,4,0,2025-05-14 08:36:49
Azka Nabila,keren,5,0,2025-05-14 08:30:58
Fikri Rizal,mantap,5,0,2025-05-14 07:54:14
FIRMAN JAYA COMPUTER,"tokopedia ada apa kok banyak transaksi yang di batalkan tp uang gak langsung kembali, mohon untuk tingkatkan pelayanan transaksi jngn tahan2 uang costumer",1,0,2025-05-14 07:11:33
Ramdan alfarizi,sebaiknya evaluasi ekspedisi nya kalau gini terus saya pindah ke toko Oren,4,0,2025-05-14 07:02:28
Su Gianto,sangat bagus,5,0,2025-05-14 06:22:10
salfanoadinugroho,rada cepetan dikit pengiriman nya!,2,0,2025-05-14 05:55:22
Hendra Sitinjak,Tokopedia Mantap,5,0,2025-05-14 05:39:14
Was ripah,good,5,0,2025-05-14 02:58:15
Ardi Sandeng,"saya tidak perna ad pembayaran kenapa saldo saya kepotong sndri buat pembayaran, sya pengen saldo saya kembali",1,0,2025-05-14 01:25:51
Alip Aditia,iklan si4l,1,0,2025-05-14 01:24:56
Dono las,sukses seelalu,4,0,2025-05-14 01:13:56
Al Yon,god job maaaanab,5,0,2025-05-14 01:09:48
Dime Eno,"buka YouTube lancar, download lancar, texting lancar, giliran buka tokped lemot banget, network team udik apa gimana? ga ngerti ngurusin aplikasi gede kek gini? pecat aja! ganti sama yg lebih kompeten!",1,2,2025-05-14 01:02:06
Misbah Faridz,sudah barangnya pada mahal kualitas barang sama aja dengan emperan kalou mau jua jangan mahal woy makanya saya ga jadi dowunlod apk ini udah barangnya sama harganya dilangit,1,0,2025-05-14 00:44:51
Ucok Agus,"satu satunya kelebihan aplikasi ini adalah harga , ongkir ,serta biaya pelayanan lebih mahal dari yg lainnya",1,2,2025-05-14 00:41:28
Sigei Parana Channel,mudah di pahami.,5,0,2025-05-13 23:28:48
David Ardianto,"Semenjak dibeli tiktok, tokped jadi pelit banget, tampilan diubah-ubah jadi jelek, bikin bingung, jadi ribet. Selain itu potongan biaya untuk penjual juga besar banget. 😵🥲 Padahal dulu itu tokped bagus, ringan, UI/UX nya juga oke, simpel, mudah dipahami, tapi sekarang jadi jelek. Intinya sejak dibeli sama tiktok. Kalau tokped gak introspeksi dan perbaiki, yakin banyak yang akan berpaling dari tokped, pindah ke yang lain 🙏",1,59,2025-05-13 23:27:59
Alvino H,sekarang pelit tokopedia gk ada vocer potongan harga,2,0,2025-05-13 23:05:50
Toko Cianjur,bagus layannan nya,5,0,2025-05-13 23:00:05
Berbagi Chanell,"mau masuk ke toko blank putih, berat di infinix note 40",2,0,2025-05-13 22:54:34
DAFA Yudistira,gaor,5,0,2025-05-13 22:47:35
Kado ultah Cuyung 2023,"Jangan gunakan Tokopedia, lebih baik gunakan Shopee, karena sistem retur dana di Tokopedia sangat ribet dan uang tidak kembali utuh.",1,0,2025-05-13 22:35:27
fajar gunawan,"kurir nya lemot, pesanan saya telat melebihi batas estimasi waktu pengiriman sudah saya uninstall, capek menghubungi Tokopedia care juga nggak ada solusinya",1,0,2025-05-13 22:30:31
Isan Hubidoy,puas belanja di toko media,5,0,2025-05-13 22:22:23
Afifaldi,selalu memuaskan,5,0,2025-05-13 22:15:15
Refangga,"jelek banget ih Tokopedia sekarang, masa di kasih waktu proses pemesanan 7 hari jadi kan toko"" pada ngirim seenak mereka udh 3 kali kena toko yg ngirimnya mepet sama tenggat waktu gara"" kebijakan ini 😌",1,0,2025-05-13 21:53:00
Heri Susanto,bagus,5,0,2025-05-13 21:22:21
adrianus sadi,mantap betul,5,0,2025-05-13 21:19:13
Muh Bgr,LAG PARAH JADIKAN APLIKASI RINGAN DAN MUDAH DI AKSES SAAT PENCARIAN PRODUK,1,0,2025-05-13 20:58:38
Ahmad.Arief.Bihaqqi.S_ 26_,"Low, dihindari",1,0,2025-05-13 20:55:39
karim dozen98,sangat2 memudahkan segalanya 👌👌👌,5,0,2025-05-13 20:11:13
Arul,Mantap sdh tadi agak lambat responnya,5,0,2025-05-13 19:21:33
walet66 6626,mantab,5,0,2025-05-13 19:12:09
Eni Nurmawati,"saya jualan di tokopedia tapi dropship, sekarang sudah ndak ada input resi . terus gmana mau input resinyaaa????",1,0,2025-05-13 19:10:30
Dita Juwita,belanja d tokopedia 👌👌👌,5,0,2025-05-13 19:04:30
Fachry Rizki,respon admin lelet berbeda dari yang lain itu saya udah ajukan komplain dari minggu kemaren sampe sekarang belum kelar² kayaknya gak di kerjain ini padahal saya udah tunjukin bukti video yang jelas,1,0,2025-05-13 19:01:24
eka priyatna,"Penarikan dana dari akun tokped ke rekening pribadi, tidak seringkas shopeepay, sangat berbelit di tokped, di shopee kurang 1 menit sudah masuk rekening",4,0,2025-05-13 18:56:59
Muhammad Arif ikhsanudin,jos,5,0,2025-05-13 18:51:54
Tejo netral Wae,susah masok,2,0,2025-05-13 18:47:22
Razkazz Ajah,"bintang 3 dulu soalnya kupon potongan sekarang kosong mulu, gx seperti sebelumnya",3,0,2025-05-13 18:26:58
Bosen Ganteng Abadi,tidak ada gratis ongkir seperti lazada dan shopee.. super pelit tokped,1,0,2025-05-13 18:16:29
Mega Rachman,top bgt,5,0,2025-05-13 18:15:47
lixvzy,"Tolong diperbaiki dan dioptimasi lagi, HP suka blackscreen kalo pencet pencarian dan aplikasi terlalu berat untuk hp lama",3,0,2025-05-13 18:09:29
Ikun Pakenovan,aku unisntall krna ongkir mhl lebih murah si orange,5,0,2025-05-13 17:27:52
Eva Febriyani,jir banyak banget yg murah murah,5,0,2025-05-13 17:19:23
Asep Sopian,buset nih tokopedi ngeleg parah banget susah amat loding sayang nya tokopedia telah berhenti parah banget .sudah ngga bikin apk kaya gini lah blok aja sangat menjengkel kan.,1,0,2025-05-13 17:02:26
Black Noir,aneh tiba tiba logout sendiri habis masuk ulang ke akunya malah diskonnya hilang padahal seharusnya sehari lagi,2,0,2025-05-13 16:51:56
Hari Ini,pesanan sy berat cuma 0.8 kg kok bisa masuk pengiriman kargo alhasil jd mahal,5,0,2025-05-13 16:51:38
Eman Shopee,awas jangan belanja dsni penipu nya banyak disini sumpah nyesel gw belanja dsni pesan barang dari tanggal 10 sampai hari ini blm dikirim juga dan udh sepakat sama seller untuk batalin dari pihak tokopedia tapi dari pihak tokopedia itu malah diem dan manipulasi tokopedia awas jangan tergiur dengan tokopedia banyak khasus penipuan berkedok jualan online 😆😆😆😆😆,1,0,2025-05-13 16:47:35
Nurhikam,"Aneh makin kesini makin kesono lol, mending toko oren juga jauh kemana²",1,0,2025-05-13 16:44:09
Dwi W,produk tidak pernah kecewa,5,0,2025-05-13 16:36:18
Gus Gunawan,bagus dan sangat membantu,5,0,2025-05-13 16:35:09
alnap muldiansyah,apikasinya jadi kurang aksesibilitas bagi pengguna screen reader,2,0,2025-05-13 16:26:32
Irsan Santoso,keren sih asli,5,0,2025-05-13 16:23:59
Diah Ika Pratama,Pusat resolusi lamban,1,0,2025-05-13 16:21:56
Riviandhika Septama Putra,lancarr,5,0,2025-05-13 16:10:13
Gelar Aulia,"tokopedia carenya jelek sekali, tidak Responsif sama sekali, yang jualan kagak difilter juga lagi",1,1,2025-05-13 15:44:18
HERI PUTRA,SANGAT PUAS😊 MENGGUNAKAN APLIKASI TOKOPEDIA INI SANGAT MUDAH DAN GAMPANG UNTUK DI PAHAMI SAYA HERI DAN TERIMAKASIH 😎 PSHT jayaaaa 1922,5,0,2025-05-13 15:33:09
neng alya,"Tokopedia sudah tidak layak untuk belanja online,banyak expedisi bangkai yg di piara,yg gak jelas dimana juntrungan nya,id express,barang gak di kirim2 ..",1,0,2025-05-13 15:22:21
Pengguna Google,pemuatan nya sangat berat/lemot sekali. tolong segera di perbaiki ya pk.. terimakasih,3,1,2025-05-13 15:21:59
Rudi Soenarto,👍👍👍🙏🙏,5,0,2025-05-13 15:16:56
pelangi biru,"koq tokped ini lucu si,makin sering beli barang,makin pada ilang gratis ongkir dan potongan nya,",1,0,2025-05-13 15:10:06
Qoini Yuliaswara,NAJIS SISTEMNYA LAMA BGT SEBULAN NUNGGUIN KOMPLAIN GAK DIPROSES. GA ADA KEJELASAN SAMA SEKALI. PADAHAL JELAS2 KESALAHAN JNT JASA KIRIMNYA YANG NGILANGIN PESANAN GUE TP SAMPE SEKARANG GADA TITIK TERANGNYA👎👎👎👎👎👎👎👎👎👎👎,1,0,2025-05-13 15:08:22
Zidane Ikhwan,"Dana komplain tidak juga dikembalikan, padahal barang yang di retur sudah dikembalikan dan diterima. Customer service juga tidak merespon👍",1,0,2025-05-13 14:56:40
korak,fitur search image tidak ada?,3,0,2025-05-13 14:44:30
rahmat fitriansyah,👍,5,0,2025-05-13 14:40:04
aris fadli,mayan,5,0,2025-05-13 14:31:17
Fahmi Revinda Permadi,barang di retur oleh 1 pihak [kurir] penjual dan pembeli belum terima pesanan atau telvon dari [kurir],5,0,2025-05-13 14:22:47
Mat Saih,bagus,5,0,2025-05-13 14:15:10
fajar prayogo,ongkir mahal,1,0,2025-05-13 14:11:45
dewi ningrattri,Tokopedia top. sangat membantu,5,0,2025-05-13 13:52:02
Gandeng Gandeng,"Kesulitan untuk chat kendala aplikasi yang tertaut dengan tiktop shop dan tokopedia akun lama yang sudah terhapus sulit dirubah ke akun baru. akun lama masih tertaut. kalau bisa dipermudah ada tombol ""lepas tautan"" biar tidak ada kendala, apabila aku lama no hp sdah tidak terpakai",4,0,2025-05-13 13:48:48
seller pointgo,"jangan belanja di tokopedia,aplikasi gajelas,pengriman lambat fitur kurang bagus,ga layak download,mending download shope sama lazada aja",1,0,2025-05-13 13:48:41
buana senja,"pengalaman belanja nyg kurang memuaskan, Tokopedia care dihubungi hanya dijawab AI. melihat kinerja begini, harga saham GOTO akan sulit kembali ke harga IPO",3,0,2025-05-13 13:46:28
david lihananto,pop up notifikasi spam update apps mengganggu user experience,1,1,2025-05-13 13:39:25
Sirait group chanel,"tolong dong tokopedia ekpedisi jne dan toko yang kurang respon dan asuransi barang spertinya tidak jalan,saya mengalami barang saya rusak sudah saya complen tpi tdak ada tanggapan dari tokopedia,saya pelangan setia jadi kecewa",4,1,2025-05-13 13:29:22
Pengguna Google,Kenapa gak ada gratis ongkir.??,1,0,2025-05-13 13:21:18
GO WESER,"Solusi admin tokopedia tidak membantu dalam mengatasi masalah pengembalian barang & Dana. Terlalu menguntungkan penjual, sehingga merugikan pembeli",1,0,2025-05-13 13:08:37
Suci Aberdi,pelayanan baik,5,0,2025-05-13 13:01:30
Zaenal Abidin,Bagus murah meriah,2,0,2025-05-13 12:54:30
Rangga Prasetyo,"pengiriman lama, toko terlalu banyak libur, ongkos kirim mahal, layanan cosumen dan purna jual yg buruk",1,0,2025-05-13 12:25:32
Ember Bocor,"sayang.... tidak ada layanan customer service dari pihak tokped, untuk customer",4,0,2025-05-13 12:23:04
jack sparrow,"mohon di buatkan untuk penilaian jasa ekspedisi, soalnya ada beberapa ekspedisi si kurirnya main lempar saja paket ke dalam gerbang rumah, padahal orang nya ada.",4,0,2025-05-13 12:08:07
Devita Gevgi,"makin keren nih Tokped, Transaksi Sangat Mudah",5,0,2025-05-13 12:02:36
Mikael Tirta Mintarja,pengiriman menggunakan grab nga ada bukti foto pengambilan barang dan barang telah sampai juga ada bukti fotonya . tolong di perbaiki,1,0,2025-05-13 12:01:24
Yohanes Chan,penipu. saya beli barang. penjual kirim barang tidak sesuai dengan yang dipesan. retur sampai sekarang uang 590000 tidak kembali.,1,0,2025-05-13 11:27:58
Niken Zahro,"menyebalkan Tokopedia,jasa pengiriman J&T terlalu lama. shopee aja cepat.",1,0,2025-05-13 11:06:27
Dzakwan Dzakwan,keren,5,0,2025-05-13 10:54:34
galuh banjar,best baget,5,0,2025-05-13 10:53:00
Ndak tau Mboh,bagus juga nih aplikasi,5,0,2025-05-13 10:38:09
Lintang Aster,Semoga tetap begini tokped! saya suka dan semoga paylater saya diterima agar bermanfaat🙏,5,0,2025-05-13 10:01:49
Jupri,sangat membantu,5,0,2025-05-13 10:01:07
Amin Supangat,"hapus chat udah ga bisa,sekarang sering eror kalo mencari barang ,tolong di perbaiki ,baru saya ubah lagi ke bintang 5",1,0,2025-05-13 09:47:11
W. Irawan,Aplikasi belanja yang komplit. harga terjangkau,5,0,2025-05-13 09:44:20
yan setia,makin kesini bukanya makin bagus malah makin ga jelas,3,0,2025-05-13 09:40:03
salim Munawir,"Makin kesini mengalami penurunan, kata pencarian sering miss.",3,0,2025-05-13 09:32:21
RAYHAN 78,ok,5,0,2025-05-13 09:12:50
hanan 2025,"proses cepat,dan terjamin garansinya apabila barang hilang",5,0,2025-05-13 09:11:57
Nadia Salsabila,min kenapa pas daftar affiliate ada tulisan server eror yaaa??,2,0,2025-05-13 09:00:54
Deni suteja Setiawan,"tolong untuk tokopedia untuk ambil tindakan supaya manah toko yg bener"" jual barang dan manah toko yg niat penipu ga niat jual barang gw takutnya banyak orang korban di sini contoh nya gw jadi korbannya beli barang 300 ribu tapi barangnya ga sampe kerumah gw dan duit gw di bawa kabur",1,0,2025-05-13 08:48:12
Oby Faraby,selalu ada yg terbaik dr yg baik👍👍,5,0,2025-05-13 08:37:59
Aprian_ Syah,puas banget sama aplikasinya,5,0,2025-05-13 08:31:58
Admin Balindo,sangat membantu,5,0,2025-05-13 08:28:56
Dendy Eko,"apakah ada call center toped langsung terhubung dengan CS, kurir bermasalah jadi bingung. karena respond chat admin cuma suruh tunggu update. padahal sudah hampir 3 Minggu proses kirim.",1,0,2025-05-13 08:28:42
Nova Rizman Syah,"banyak penjual lelet dan gk bisa dibatalin pesananya, chat cs susah parahnya sering diabaikan dan cs sering telp pakai bot itu sangat gk nyambung dan gak sopan!!",1,0,2025-05-13 08:20:00
Udi Raswadi,barang yg di terima selalu cocok dengan yg di tawarkan.serta banyak pilihan harga.,5,1,2025-05-13 07:47:26
Isma Ufah,bagus,5,0,2025-05-13 07:38:36
Zackaria Erwin,harga barang terlalu mahal jauh beda sama Shopee,1,0,2025-05-13 07:24:37
ADAM GENDUT,apik,5,0,2025-05-13 07:14:42
Sarti Manis,cukup baik,3,0,2025-05-13 07:11:17
syaeful eka,"good,😍😍😍🥰",5,0,2025-05-13 07:09:11
Ardian Imanuel,sya seller dn sya ksh bintang 1 aja karna skrg biaya layanan nya semenjak di pegang saham goto jadi rakus.. sya dagang ambil untung aja ga seberapa lah ini toped enak aja ambi untung nya.. mka nya jng krj sma dng aplikator yg rakus macam gojek bkin bangkrut.. lbh enak dagang di shopee ga gde potongan nya ga seenak jidat ambil untung nya.. bkin sengsara seller ini mah.. mdh2an cpt bangkrut toped skrg mah sya sumpahin..,1,1,2025-05-13 07:08:51
Abdullah,"tolong doonggg permudah transaksi cod untuk semua item, masalahnya gak semua orang punya mbanking, saya dan anggota tim proyek 10 orang, cuman 1 yg punya mbanking",3,0,2025-05-13 07:02:19
Edo Kehi,good,5,0,2025-05-13 06:56:47
Abdillah,apk andalan banget mudah digunakan dan aman terpercaya deh,5,0,2025-05-13 06:47:15
raynaldy hermawan,sering eror sering update gak jelas buka aplikasi lemot,1,0,2025-05-13 05:45:32
Abdus Shomad,mantaps,5,0,2025-05-13 05:24:45
Gala xy,"tolong ya toped, pengiriman yg awalnya sicepat knp dialihkan ke JNE, sgt tdk recomend, pengiriman sm kurir lelet, skrg mlah bilg d info pengiriman *penerima merasa tidak memesan pesanan, proses return ke penjual*, sya sdh nunggu seharian, knp bilg penerima tdkk merasa memesan, sya ja blm liat barangnya, udh sering kejadian kyk gini,barang udh dikurir 2-3hari bru smpek, nyasar katanya, dikiranya daerah lain, kurirnya bs baca invoice nggk sih? 1x lgi dialihkan ke JNE,lngsng tak uninstall topednya.",1,1,2025-05-13 05:24:03
Ulil tea Ulil,mantap Tokopedia saya sangat puas belanja di sini sangat mudah di mengerti,5,0,2025-05-13 04:13:39
Betran Satria Wijaya,"sorry to say, skrg ga banget UI dan search engine nya. Vouchernya juga ga dapet lagi. Entah kenapa malah kadi kaya gini sekarang",1,0,2025-05-13 02:48:33
Mafia usil,aplikasi tolol..,1,0,2025-05-13 01:31:14
Alan Ramlan,"mahal,gak ada harga grosir lagi.. jarang ada promo.. ongkir mahal,kurir lelet.. mending ke toko oren saja.. gratis ongkir banyak voucher discount...",1,1,2025-05-13 00:50:17
Frida Juli Kristanto,mantap,5,1,2025-05-13 00:38:49
Sukmo sejati,ok baru mau coba mudah mudahan bisa di andalkan dan amanah,5,0,2025-05-13 00:19:48
lionel Ronaldo,aneh dan tidak logis karna fitur cod saya dibatasi oleh kesalahan sistem yg sangat tidak jelas masa saya mau co pke diskon tidak bisa karna alasan sudah tidak berlaku padahal Masi ada sisa 24 jam,1,0,2025-05-13 00:13:06
nolland Brw,"semakin gak lengkap dan harga mahal. gak ada pay later,dan saya gak bisa pinjam. saya gak punya hutang pinjol tapi susah dapat pinjaman di sini",1,37,2025-05-13 00:07:56
emmi ommi,pokoknya bintang 5 dulu,5,0,2025-05-13 00:03:57
Halim 99,gak lengkap trus ongkir nya mahal semua,1,0,2025-05-13 00:02:06
Kreatif DIY Unik,promo nya mana,4,0,2025-05-12 23:54:49
Siti Wahyuni,"aplikasi rusak saya mau beli barang gak bisa"" selalu transaksi gagal saya coba cari sulosi tapi tetap tidak bisa beli barang",1,3,2025-05-12 23:39:14
Mas Tadho,tempat belanja mudah dan cepat,4,1,2025-05-12 23:35:27
Darmin Kc,aplikasi belanja jelek paket ku udah dari tanggal 8 sampe skrng blom juga sampe toko oedia mememang jelek parah mndingan belanja di shope ataupun di lazada 3 hari sampe daripada TI tokopedia terlalu parah ga sampe2 cuih,1,0,2025-05-12 22:51:19
rz mal,jd lebih mudah pembayaran y,5,0,2025-05-12 22:40:23
Arsyad Zzz,kenapaa refund nya lama lebih dari 1x24 jam,2,0,2025-05-12 22:30:39
Arjun Akbar,sangat bagus,5,0,2025-05-12 22:08:58
Nabyan Syaputra,super bagus produk lokal,5,0,2025-05-12 22:06:36
Sukar Min,murah,5,0,2025-05-12 21:38:15
Nova Zaufi,"belanja barang dari tanggal 5 mei 2025 sampe sekarang tanggal 12 mei 2025 paketan saya belum datang². malah ada status "" penerima tidak merasa memesan barang"" padahal saya pesan barang. tolong dong ada fitur memilih jasa ekspedisi biar gak kapok lagi ama ekspedisi j*è",3,2,2025-05-12 21:28:07
Rahman Doni,kok apliksinya nggak bisa dibuka yah,5,1,2025-05-12 21:27:51
Gedmi Handayani,barang -barangnya banyak diskonnya,5,0,2025-05-12 21:22:14
lian trims,CS nya ngah ngoh ngah ngoh,1,0,2025-05-12 21:14:21
mus rini,Bagus,4,1,2025-05-12 21:10:10
soedjalee 12,"aduh tolong dong toko pedia di seleksi toko atau seler yang tutup atau libur atau apalah karena saya pesan sudah 4 hari tidak di respon, padahal saya sudah bayar lunas gimana ini",1,0,2025-05-12 21:07:06
Bagus wahyu,jangan kasih kendor,5,0,2025-05-12 20:52:32
Gibson Sianipar,"saya belanja bersamaan dgn shopee dan tokopedia ternyata belanja di shopee sangat cepat prosesnya,notifikasinya,pengirimannya tidak seperti disini,dipersulit,notifikasi qk jelas dan pengiriman super lelet dan saya punya bukti pengirimannya",1,4,2025-05-12 20:46:34
Pudji Setya,Ya ok lumayan membantu dalam pembelanjaan .,4,1,2025-05-12 20:28:16
alwi nurhakim,so far so good,5,1,2025-05-12 19:55:51
Indra Bqyu,makin buruk,1,0,2025-05-12 19:22:36
Muhammad Firhaz,"parah sekarang gratis ongkirnya harus ikut PLUS, gak kaya dulu",2,0,2025-05-12 19:02:13
Rachmad Darmanto,"sebenarnya aplikasi sudah bagus, tetapi layanan kurirnya saja yang membuat jengkel, mohon untuk bisa ditingkatkan, kok bisa ada multi kurir paket saya dioper-oper dan melebihi waktu estimasi pesanan sampai. mungkin ini terakhir kalinya saya pakai Tokopedia. terimakasih.",4,31,2025-05-12 18:48:13
arifah nurani,parah langganan tokopedia Plus masih aktif tapi tidak bisa gratis ongkir. padahal di ketentuan langganan yang Plus gratis ongkir tanpa batas. hati-hati yang mau beli langganan. sekarang jelek awas ketipu rugi bayar langganan Plus. sudah menghubungi CS tapi jawabannya tidak jelas.,1,6,2025-05-12 18:46:25
amang kk,Ok,5,0,2025-05-12 18:43:11
Pororo Blackpink,Bisa beli Shopkins sih kalo punya banyak duit..,5,0,2025-05-12 17:56:47
Dayat Yuwono,proses cepat,5,1,2025-05-12 16:59:42
Ibnu Hazar,jangan update mulu cape tau,5,0,2025-05-12 16:39:22
RoyTroy 78,mantap,5,0,2025-05-12 16:34:59
Roronoa Zory,👌,5,0,2025-05-12 16:12:09
Dewi Mega Wati,terima kasih ya toped atas pelayanan yg the best always ... sukses terus ya💪🏻💪🏻💪🏻,5,0,2025-05-12 15:57:20
Z C Rohman,"saya kapok belanja di Tokopedia banyak penjual yang mencantumkan stok tidak sesuai, padahal aslinya kosong, proses pembatalan lama, padahal sudah lapor ke CS. pernah cek out sekitar 1 Minggu status masih di proses saya belanja pakai market place itu bukan hanya untuk keperluan pribadi, tapi untuk kepentingan pekerjaan saya, saya rugi waktu kalau begini",1,12,2025-05-12 15:51:36
daffa Ibnu,aplikasi ini aneh sekali pelayanan buruk.pesanan gk bisa dibatalkan padahal baru pesan beberapa menit.belum dikirim kecewa deh blnja di Tokopedia. trauma harusnya Tokopedia segera di perbaiki lagi deh. pantes aja nyaris hmpir bangkrut kalau gk kerjasama dengan Tiktok,1,3,2025-05-12 15:49:48
hasyim syim,"lama lama kok seperti bukalapak,,",1,3,2025-05-12 15:45:14
Ginanjar Rasyidy,"Tulisannya GRATIS ONGKIR tapi tiap saya mau checkout tetap kena ongkir normal, bahkan diskon pun tidak! semua toko & barang sama saja. saya coba payment Gopay ataupun Virtual account bank, SAMA SAJA. Bagaimana ini Tokopedia? Saya pakai Shopee kalo dibilang GRATIS ONGKIR ya GRATIS, tidak pernah kecele seperti ini. Mohon penjelasannya nanti saya tambah bintang ratingnya.",3,3,2025-05-12 15:44:46
Fahrigntng B aja,suka bgt smoga kedepannya baguss,5,0,2025-05-12 15:42:48
Dimas Fahreza,gratis ongkir sama diskon 100% udh ga muncul lagi di akunku,1,1,2025-05-12 15:40:01
Muhammad Daffa Dinurrohman,"Setelah lama akun gak login, pas login malah data transaksi yang dulu² hilang sama wishlist, toko yang diikuti juga hilang padahal itu berguna banget buat pengguna biar nyari barang yang diinginkan gak susah, ini malah hilang semua, mau download data pribadi tapi panduan di aplikasinya masih aplikasi yang lama, sedangkan pengguna udah pake aplikasi baru, ini gimana Tokopedia??? Hadeeeh",4,18,2025-05-12 15:38:53
Angga Prayogo,"Pelayanannya tidak kompeten. Bukannya melindungi semua user. di sini pembeli dirugikan, gak ada sanksi bagi pihak ekspedisi yang telat-telat padahal barang sudah masuk gudang kota tujuan tapi nginep berhari-hari dan itu gak ada tindakan maupun sanksi. dibatalin juga gak bisa, lapor ke CS juga gak ada tindakan dan jawaban",1,0,2025-05-12 15:18:44
Akun ku ini,terimakasih,5,0,2025-05-12 14:57:18
Danu Jaya,dari dulu dudah hampir 4 tahun teyep belanjs disini,5,0,2025-05-12 14:53:05
