userName,review,score,thumbsUpCount,at,clean_review,content_normalized,content_tokenizing,content_filtering,content_stemming
Bung Nahri,"update terbaru kurang bagus. transaksi, wishlist, dll udah pindah ke kolom profil. Eh kolom profilnya kalo kita udh scroll sampe bawah susah banget untuk kembali k atas. harus scroll manual lagi. ribet yg dulu lebih ringkas dan mudah loh padahal",3,9,2025-05-10 08:20:12,update tearu kurang bagus transaksi wishlist dll udah pindah ke kolom profil eh kolom profilnya kalo kita udh scroll sampe bawah susah banget untuk kembali k atas harus scroll manual lagi ribet yg dulu lebih ringkas dan mudah loh padahal,update tearu kurang bagus transaksi wishlist dll sudah pindah ke kolom profil eh kolom profilnya kalau kita udh scroll sampe bawah susah banget untuk kembali k atas harus scroll manual lagi ribet yg dulu lebih ringkas dan mudah loh padahal,"['update', 'tearu', 'kurang', 'bagus', 'transaksi', 'wishlist', 'dll', 'sudah', 'pindah', 'ke', 'kolom', 'profil', 'eh', 'kolom', 'profilnya', 'kalau', 'kita', 'udh', 'scroll', 'sampe', 'bawah', 'susah', 'banget', 'untuk', 'kembali', 'k', 'atas', 'harus', 'scroll', 'manual', 'lagi', 'ribet', 'yg', 'dulu', 'lebih', 'ringkas', 'dan', 'mudah', 'loh', 'padahal']",update tearu bagus transaksi wishlist dll pindah kolom profil eh kolom profilnya udh scroll sampe susah banget k scroll manual ribet yg ringkas mudah loh,update tearu bagus transaksi wishlist dll pindah kolom profil eh kolom profil udh scroll sampe susah banget k scroll manual ribet yg ringkas mudah loh
Coach Rifki,Semakin jelek. Saya transaksi isi gopay dari sebuah mobile banking error samapi skrng uang saya belum balik2. waktu itu juga pembelian kuota data dari toped juga error toped gopay error di akun saya. 👎 syukur Alhamdulillah sudah berhasil. saya tambahkan jadi 4 bintang dari bintang 1,3,1,2025-05-10 08:01:21,semakin jelek saya transaksi isi gopay dari sebuah mobile banking error samapi skrng uang saya belum balik waktu itu juga pembelian kuota data dari toped juga error toped gopay error di akun saya  syukur alhamdulillah sudah berhasil saya tambahkan jadi  bintang dari bintang,semakin jelek saya transaksi isi gopay dari sebuah mobile banking error samapi skrng uang saya belum balik waktu itu juga pembelian kuota data dari toped juga error toped gopay error di akun saya syukur alhamdulillah sudah berhasil saya tambahkan jadi bintang dari bintang,"['semakin', 'jelek', 'saya', 'transaksi', 'isi', 'gopay', 'dari', 'sebuah', 'mobile', 'banking', 'error', 'samapi', 'skrng', 'uang', 'saya', 'belum', 'balik', 'waktu', 'itu', 'juga', 'pembelian', 'kuota', 'data', 'dari', 'toped', 'juga', 'error', 'toped', 'gopay', 'error', 'di', 'akun', 'saya', 'syukur', 'alhamdulillah', 'sudah', 'berhasil', 'saya', 'tambahkan', 'jadi', 'bintang', 'dari', 'bintang']",jelek transaksi isi gopay mobile banking error samapi skrng uang pembelian kuota data toped error toped gopay error akun syukur alhamdulillah berhasil tambahkan bintang bintang,jelek transaksi isi gopay mobile banking error samapi skrng uang beli kuota data toped error toped gopay error akun syukur alhamdulillah hasil tambah bintang bintang
Arif muhammad Iqbal,batal otomatis terlalu lama melebihi estimasi tiba pesanannya kadang ada beberapa toko yg otomatis memproses pembelian dan gk dilayani selama beberapa hari sampai tanggal batal otomatis dari sistemnya saya yg bayar pake gopay itu merasa dirugikan karna uang tertahan dan batal otomatis pun harus chat penjual dan kebetulan penjualnya tidak membalas chat sampai batal otomatis saya udah 2x ngalamin hal seperti ini sebagai pembeli yg membayar duluan saya merasa dirugikan di sini,4,80,2025-05-10 07:56:00,batal otomatis terlalu lama melebihi estimasi tiba pesanannya kadang ada beberapa toko yg otomatis memproses pembelian dan gk dilayani selama beberapa  sampai tanggal batal otomatis dari sistemnya saya yg bayar pake gopay itu merasa dirugikan karna uang tertahan dan batal otomatis pun harus chat penjual dan kebetulan penjualnya tidak membalas chat sampai batal otomatis saya udah x ngalamin hal seperti ini sebagai pembeli yg membayar duluan saya merasa dirugikan di sini,batal otomatis terlalu lama melebihi estimasi tiba pesanannya kadang ada beberapa toko yg otomatis memproses pembelian dan tidak dilayani selama beberapa sampai tanggal batal otomatis dari sistemnya saya yg bayar pake gopay itu merasa dirugikan karna uang tertahan dan batal otomatis pun harus chat penjual dan kebetulan penjualnya tidak membalas chat sampai batal otomatis saya sudah x ngalamin hal seperti ini sebagai pembeli yg membayar duluan saya merasa dirugikan di sini,"['batal', 'otomatis', 'terlalu', 'lama', 'melebihi', 'estimasi', 'tiba', 'pesanannya', 'kadang', 'ada', 'beberapa', 'toko', 'yg', 'otomatis', 'memproses', 'pembelian', 'dan', 'tidak', 'dilayani', 'selama', 'beberapa', 'sampai', 'tanggal', 'batal', 'otomatis', 'dari', 'sistemnya', 'saya', 'yg', 'bayar', 'pake', 'gopay', 'itu', 'merasa', 'dirugikan', 'karna', 'uang', 'tertahan', 'dan', 'batal', 'otomatis', 'pun', 'harus', 'chat', 'penjual', 'dan', 'kebetulan', 'penjualnya', 'tidak', 'membalas', 'chat', 'sampai', 'batal', 'otomatis', 'saya', 'sudah', 'x', 'ngalamin', 'hal', 'seperti', 'ini', 'sebagai', 'pembeli', 'yg', 'membayar', 'duluan', 'saya', 'merasa', 'dirugikan', 'di', 'sini']",batal otomatis melebihi estimasi pesanannya kadang toko yg otomatis memproses pembelian dilayani tanggal batal otomatis sistemnya yg bayar pake gopay dirugikan karna uang tertahan batal otomatis chat penjual penjualnya membalas chat batal otomatis x ngalamin pembeli yg membayar duluan dirugikan,batal otomatis lebih estimasi pesan kadang toko yg otomatis proses beli layan tanggal batal otomatis sistem yg bayar pake gopay rugi karna uang tahan batal otomatis chat jual jual balas chat batal otomatis x ngalamin beli yg bayar duluan rugi
Jan Imhesic,setelah update gak bisa lihat video ulasan trus juga gak bisa cek toko karena katanya masalah jaringan lah padahal buka aplikasi lain lancar jaya. Tokopedia mempersulit hidup,1,3,2025-05-10 01:12:17,setelah update gak bisa lihat video ulasan trus juga gak bisa cek toko karena katanya masalah jaringan lah padahal buka aplikasi lain lancar jaya tokopedia mempersulit hidup,setelah update tidak bisa lihat video ulasan trus juga tidak bisa cek toko karena katanya masalah jaringan lah padahal buka aplikasi lain lancar jaya tokopedia mempersulit hidup,"['setelah', 'update', 'tidak', 'bisa', 'lihat', 'video', 'ulasan', 'trus', 'juga', 'tidak', 'bisa', 'cek', 'toko', 'karena', 'katanya', 'masalah', 'jaringan', 'lah', 'padahal', 'buka', 'aplikasi', 'lain', 'lancar', 'jaya', 'tokopedia', 'mempersulit', 'hidup']",update lihat video ulasan trus cek toko jaringan buka aplikasi lancar jaya tokopedia mempersulit hidup,update lihat video ulas trus cek toko jaring buka aplikasi lancar jaya tokopedia sulit hidup
rizky wahyu,"kenapa pesan chat toko sekarang gak bisa di hapus ya? dan tombol wishlist di hilangkan, dulu sebelum update ada di sebelah tombol keranjang? tolong kembalikan fitur-fitur tersebut",5,2,2025-05-10 01:02:54,kenapa pesan chat toko sekarang gak bisa di hapus ya dan tombol wishlist di hilangkan dulu sebelum update ada di sebelah tombol keranjang tolong kembalikan fitur-fitur tersebut,kenapa pesan chat toko sekarang tidak bisa di hapus ya dan tombol wishlist di hilangkan dulu sebelum update ada di sebelah tombol keranjang tolong kembalikan fitur-fitur tersebut,"['kenapa', 'pesan', 'chat', 'toko', 'sekarang', 'tidak', 'bisa', 'di', 'hapus', 'ya', 'dan', 'tombol', 'wishlist', 'di', 'hilangkan', 'dulu', 'sebelum', 'update', 'ada', 'di', 'sebelah', 'tombol', 'keranjang', 'tolong', 'kembalikan', 'fitur-fitur', 'tersebut']",pesan chat toko hapus ya tombol wishlist hilangkan update sebelah tombol keranjang tolong kembalikan fitur-fitur,pesan chat toko hapus ya tombol wishlist hilang update belah tombol keranjang tolong kembali fitur-fitur
Uyung Rakhmawan,mantaf sangat mrmbantu sekali,4,7,2025-05-10 01:00:06,mantaf sangat mrmbantu sekali,mantaf sangat mrmbantu sekali,"['mantaf', 'sangat', 'mrmbantu', 'sekali']",mantaf mrmbantu,mantaf mrmbantu
xxs-綾波 ユイ,makin berat! banyak errornya! makin gk jelas ni app! lama² jd males kalo belanja disini. sinyal hp ok malah muncul peringatan koneksi jelek? hp udh A55 tp app kok lebih terasa berat dibanding game berat? payah sihh..,1,2,2025-05-10 00:39:08,makin berat banyak errornya makin gk jelas ni app lama² jd males kalo belanja disini sinyal hp ok malah muncul peringatan koneksi jelek hp udh a tp app kok lebih terasa berat dibanding game berat payah sihh,makin berat banyak errornya makin tidak jelas ni app lama² jd males kalau belanja disini sinyal hp ok malah muncul peringatan koneksi jelek hp udh a tapi app kok lebih terasa berat dibanding game berat payah sihh,"['makin', 'berat', 'banyak', 'errornya', 'makin', 'tidak', 'jelas', 'ni', 'app', 'lama²', 'jd', 'males', 'kalau', 'belanja', 'disini', 'sinyal', 'hp', 'ok', 'malah', 'muncul', 'peringatan', 'koneksi', 'jelek', 'hp', 'udh', 'a', 'tapi', 'app', 'kok', 'lebih', 'terasa', 'berat', 'dibanding', 'game', 'berat', 'payah', 'sihh']",berat errornya ni app lama² jd males belanja sinyal hp ok muncul peringatan koneksi jelek hp udh a app berat dibanding game berat payah sihh,berat errornya ni app lama jd males belanja sinyal hp ok muncul ingat koneksi jelek hp udh a app berat banding game berat payah sihh
Abdi Negara,"buset udh kaga ada voucher gratis ongkir,parah..parah..parah",1,1,2025-05-09 23:39:36,buset udh kaga ada voucher gratis ongkirparahparahparah,buset udh kaga ada voucher gratis ongkirparahparahparah,"['buset', 'udh', 'kaga', 'ada', 'voucher', 'gratis', 'ongkirparahparahparah']",buset udh kaga voucher gratis ongkirparahparahparah,buset udh kaga voucher gratis ongkirparahparahparah
A4 Kk Pulco,"best of the best aplikasi belanja online,,masalah apapun bisa ditangani dengan cepat oleh pihak toped tanpa bertele-tele,tanpa merugikan pihak manapun, belanjanya jg mudah harga banyak yg lumayan murah dibanding aplikasi oren sebelah yg terkenal terlalu bertele-tele dalam menangani masalah tapi masalah gak pernah ada yg selesai,, tetap pertahankan dan tingkatkan terus prestasimu wahai tokopedia,, bintang 5 spesial untukmu.",5,50,2025-05-09 22:50:53,best of the best aplikasi belanja onlinemasalah apapun bisa ditangani dengan cepat oleh pihak toped tanpa bertele-teletanpa merugikan pihak manapun belanjanya jg mudah harga banyak yg lumayan murah dibanding aplikasi oren sebelah yg terkenal terlalu bertele-tele dalam menangani masalah tapi masalah gak pernah ada yg selesai tetap pertahankan dan tingkatkan terus prestasimu wahai tokopedia bintang  spesial untukmu,best of the best aplikasi belanja onlinemasalah apapun bisa ditangani dengan cepat oleh pihak toped tanpa bertele-teletanpa merugikan pihak manapun belanjanya jg mudah harga banyak yg lumayan murah dibanding aplikasi oren sebelah yg terkenal terlalu bertele-tele dalam menangani masalah tapi masalah tidak pernah ada yg selesai tetap pertahankan dan tingkatkan terus prestasimu wahai tokopedia bintang spesial untukmu,"['best', 'of', 'the', 'best', 'aplikasi', 'belanja', 'onlinemasalah', 'apapun', 'bisa', 'ditangani', 'dengan', 'cepat', 'oleh', 'pihak', 'toped', 'tanpa', 'bertele-teletanpa', 'merugikan', 'pihak', 'manapun', 'belanjanya', 'jg', 'mudah', 'harga', 'banyak', 'yg', 'lumayan', 'murah', 'dibanding', 'aplikasi', 'oren', 'sebelah', 'yg', 'terkenal', 'terlalu', 'bertele-tele', 'dalam', 'menangani', 'masalah', 'tapi', 'masalah', 'tidak', 'pernah', 'ada', 'yg', 'selesai', 'tetap', 'pertahankan', 'dan', 'tingkatkan', 'terus', 'prestasimu', 'wahai', 'tokopedia', 'bintang', 'spesial', 'untukmu']",best of the best aplikasi belanja onlinemasalah apapun ditangani cepat toped bertele-teletanpa merugikan manapun belanjanya jg mudah harga yg lumayan murah dibanding aplikasi oren sebelah yg terkenal bertele-tele menangani yg selesai pertahankan tingkatkan prestasimu tokopedia bintang spesial untukmu,best of the best aplikasi belanja onlinemasalah apa tangan cepat toped bertele-teletanpa rugi mana belanja jg mudah harga yg lumayan murah banding aplikasi oren belah yg kenal tele tangan yg selesai tahan tingkat prestasi tokopedia bintang spesial untuk
Jaya Tekhnik,"ayo tokped,tingkatkan terus fitur2nya,permudah semua prosesnya,agar si hijau bisa melesat..💸💸💸",5,1,2025-05-09 22:00:44,ayo tokpedtingkatkan terus fiturnyapermudah semua prosesnyaagar si hijau bisa melesat,ayo tokpedtingkatkan terus fiturnyapermudah semua prosesnyaagar si hijau bisa melesat,"['ayo', 'tokpedtingkatkan', 'terus', 'fiturnyapermudah', 'semua', 'prosesnyaagar', 'si', 'hijau', 'bisa', 'melesat']",ayo tokpedtingkatkan fiturnyapermudah prosesnyaagar si hijau melesat,ayo tokpedtingkatkan fiturnyapermudah prosesnyaagar si hijau lesat
Muhammad Nizam Zulfiandra,"buruk, dibagian home juga berubah aneh, susah buat scroll UI nya, tampilan makin aneh gak kaya tokped dulu. tolong segera di update dan dibenahi supaya gk keliatan bodoh.",1,4,2025-05-09 20:58:25,buruk dibagian home juga berubah aneh susah buat scroll ui nya tampilan makin aneh gak kaya tokped dulu tolong segera di update dan dibenahi supaya gk keliatan bodoh,buruk dibagian home juga berubah aneh susah buat scroll ui nya tampilan makin aneh tidak kaya tokped dulu tolong segera di update dan dibenahi supaya tidak keliatan bodoh,"['buruk', 'dibagian', 'home', 'juga', 'berubah', 'aneh', 'susah', 'buat', 'scroll', 'ui', 'nya', 'tampilan', 'makin', 'aneh', 'tidak', 'kaya', 'tokped', 'dulu', 'tolong', 'segera', 'di', 'update', 'dan', 'dibenahi', 'supaya', 'tidak', 'keliatan', 'bodoh']",buruk dibagian home berubah aneh susah scroll ui nya tampilan aneh kaya tokped tolong update dibenahi keliatan bodoh,buruk bagi home ubah aneh susah scroll ui nya tampil aneh kaya tokped tolong update benah liat bodoh
Made Sule,makin update makin susah pakainya..😩😩,1,1,2025-05-09 19:27:24,makin update makin susah pakainya,makin update makin susah pakainya,"['makin', 'update', 'makin', 'susah', 'pakainya']",update susah pakainya,update susah pakai
sayuk indriati,"pihak tokopedia selalu memberikan kurier rekomendasi yang buruk. untuk pembelian barang urgent, jangan melalui tokopedia.. banyak toko yang tidak aktif tapi terlihat aktif, kurier rwkomemdasi juga sangat buruk.",1,3,2025-05-09 19:23:33,pihak tokopedia selalu memberikan kurier rekomendasi yang buruk untuk pembelian barang urgent jangan melalui tokopedia banyak toko yang tidak aktif tapi terlihat aktif kurier rwkomemdasi juga sangat buruk,pihak tokopedia selalu memberikan kurier rekomendasi yang buruk untuk pembelian barang urgent jangan melalui tokopedia banyak toko yang tidak aktif tapi terlihat aktif kurier rwkomemdasi juga sangat buruk,"['pihak', 'tokopedia', 'selalu', 'memberikan', 'kurier', 'rekomendasi', 'yang', 'buruk', 'untuk', 'pembelian', 'barang', 'urgent', 'jangan', 'melalui', 'tokopedia', 'banyak', 'toko', 'yang', 'tidak', 'aktif', 'tapi', 'terlihat', 'aktif', 'kurier', 'rwkomemdasi', 'juga', 'sangat', 'buruk']",tokopedia kurier rekomendasi buruk pembelian barang urgent tokopedia toko aktif aktif kurier rwkomemdasi buruk,tokopedia kurier rekomendasi buruk beli barang urgent tokopedia toko aktif aktif kurier rwkomemdasi buruk
DIMORA,"Sejak di lepas pemilik aslinya, makin kesini biaya admin ke penjual gede , dan promo belanja sudah pelit, dan hanya seller2 yang terpilih dan ikut program saja yang dapat promo bagi pembeli. Dan alhasil pembeli pun makin sepi.",3,1,2025-05-09 18:49:25,sejak di lepas pemilik aslinya makin kesini biaya admin ke penjual gede  dan promo belanja sudah pelit dan hanya seller yang terpilih dan ikut program saja yang dapat promo bagi pembeli dan alhasil pembeli pun makin sepi,sejak di lepas pemilik aslinya makin kesini biaya admin ke penjual gede dan promo belanja sudah pelit dan hanya seller yang terpilih dan ikut program saja yang dapat promo bagi pembeli dan alhasil pembeli pun makin sepi,"['sejak', 'di', 'lepas', 'pemilik', 'aslinya', 'makin', 'kesini', 'biaya', 'admin', 'ke', 'penjual', 'gede', 'dan', 'promo', 'belanja', 'sudah', 'pelit', 'dan', 'hanya', 'seller', 'yang', 'terpilih', 'dan', 'ikut', 'program', 'saja', 'yang', 'dapat', 'promo', 'bagi', 'pembeli', 'dan', 'alhasil', 'pembeli', 'pun', 'makin', 'sepi']",lepas pemilik aslinya kesini biaya admin penjual gede promo belanja pelit seller terpilih program promo pembeli alhasil pembeli sepi,lepas milik asli kesini biaya admin jual gede promo belanja pelit seller pilih program promo beli alhasil beli sepi
Isan Risnandar,"cuman mau kasih rating 1...harus nya tanpa bintang,kasih bintang 1 pun tak pantas ..Tokopedia sungguh tidak melindungi konsumen nya,sya dua kali membeli produk power supply remot antena...yg pertama dgn toko berdomisili di Bekasi ...sampai sya nunggu beberapa hari barang kagak di kirim2 ..sya chat penjual gak respon,sampe akhirnya dibatalkan otomatis oleh sistem,dan uang di kembalikan,tapi sya rugi di waktu...pesanan kedua toko berbeda sama aja seperti itu,dan akhirnya tidak jadi beli produk 😡",1,3,2025-05-09 18:48:59,cuman mau kasih rating harus nya tanpa bintangkasih bintang  pun tak pantas tokopedia sungguh tidak melindungi konsumen nyasya dua kali membeli produk power supply remot antenayg pertama dgn toko berdomisili di bekasi sampai sya nunggu beberapa  barang kagak di kirim sya chat penjual gak responsampe akhirnya dibatalkan otomatis oleh sistemdan uang di kembalikantapi sya rugi di waktupesanan kedua toko beeda sama aja seperti itudan akhirnya tidak jadi beli produk,cuman mau kasih rating harus nya tanpa bintangkasih bintang pun tak pantas tokopedia sungguh tidak melindungi konsumen nyasya dua kali membeli produk power supply remot antenayg pertama dgn toko berdomisili di bekasi sampai sya nunggu beberapa barang kagak di kirim sya chat penjual tidak responsampe akhirnya dibatalkan otomatis oleh sistemdan uang di kembalikantapi sya rugi di waktupesanan kedua toko beeda sama saja seperti itudan akhirnya tidak jadi beli produk,"['cuman', 'mau', 'kasih', 'rating', 'harus', 'nya', 'tanpa', 'bintangkasih', 'bintang', 'pun', 'tak', 'pantas', 'tokopedia', 'sungguh', 'tidak', 'melindungi', 'konsumen', 'nyasya', 'dua', 'kali', 'membeli', 'produk', 'power', 'supply', 'remot', 'antenayg', 'pertama', 'dgn', 'toko', 'berdomisili', 'di', 'bekasi', 'sampai', 'sya', 'nunggu', 'beberapa', 'barang', 'kagak', 'di', 'kirim', 'sya', 'chat', 'penjual', 'tidak', 'responsampe', 'akhirnya', 'dibatalkan', 'otomatis', 'oleh', 'sistemdan', 'uang', 'di', 'kembalikantapi', 'sya', 'rugi', 'di', 'waktupesanan', 'kedua', 'toko', 'beeda', 'sama', 'saja', 'seperti', 'itudan', 'akhirnya', 'tidak', 'jadi', 'beli', 'produk']",cuman kasih rating nya bintangkasih bintang tokopedia sungguh melindungi konsumen nyasya kali membeli produk power supply remot antenayg dgn toko berdomisili bekasi sya nunggu barang kagak kirim sya chat penjual responsampe dibatalkan otomatis sistemdan uang kembalikantapi sya rugi waktupesanan toko beeda itudan beli produk,cuman kasih rating nya bintangkasih bintang tokopedia sungguh lindung konsumen nyasya kali beli produk power supply remot antenayg dgn toko domisili bekas sya nunggu barang kagak kirim sya chat jual responsampe batal otomatis sistemdan uang kembalikantapi sya rugi waktupesanan toko beeda itudan beli produk
Wawan Listiyawan,lebih baik sebelum diupdate.... yg sekarang membingungkan sebagai pengguna TOKPED,1,1,2025-05-09 17:25:44,lebih baik sebelum diupdate yg sekarang membingungkan sebagai pengguna tokped,lebih baik sebelum diupdate yg sekarang membingungkan sebagai pengguna tokped,"['lebih', 'baik', 'sebelum', 'diupdate', 'yg', 'sekarang', 'membingungkan', 'sebagai', 'pengguna', 'tokped']",diupdate yg membingungkan pengguna tokped,diupdate yg bingung guna tokped
Ate Breaker,"pelayanan cs jelek,, uangku kena 2x batal transaksi karena toko ditutup permanen pengembalian dana ke saldo gak bisa dikirim ke rekening, ku belanjain lagi kali kedua tokonya ditutup permanen,, transaksi dari bulan april sampai sekarang duit gak balik barang gak dikirim, malah sempet transaksi baru ketiga baru dikirim, transaksi lama duit gw ngendap, balik rekening gabisa, tiap transaksi tokonya tutup baliknya ke saldo, batal harus respon penjual, penjual mana yang respon cepat kalo toko ditutup",1,21,2025-05-09 16:51:11,pelayanan cs jelek uangku kena x batal transaksi karena toko ditutup permanen pengembalian dana ke saldo gak bisa dikirim ke rekening ku belanjain lagi kali kedua tokonya ditutup permanen transaksi dari bulan april sampai sekarang duit gak balik barang gak dikirim malah sempet transaksi baru ketiga baru dikirim transaksi lama duit gw ngendap balik rekening gabisa tiap transaksi tokonya tutup baliknya ke saldo batal harus respon penjual penjual mana yang respon cepat kalo toko ditutup,pelayanan cs jelek uangku kena x batal transaksi karena toko ditutup permanen pengembalian dana ke saldo tidak bisa dikirim ke rekening ku belanjain lagi kali kedua tokonya ditutup permanen transaksi dari bulan april sampai sekarang duit tidak balik barang tidak dikirim malah sempet transaksi baru ketiga baru dikirim transaksi lama duit gw ngendap balik rekening gabisa tiap transaksi tokonya tutup baliknya ke saldo batal harus respon penjual penjual mana yang respon cepat kalau toko ditutup,"['pelayanan', 'cs', 'jelek', 'uangku', 'kena', 'x', 'batal', 'transaksi', 'karena', 'toko', 'ditutup', 'permanen', 'pengembalian', 'dana', 'ke', 'saldo', 'tidak', 'bisa', 'dikirim', 'ke', 'rekening', 'ku', 'belanjain', 'lagi', 'kali', 'kedua', 'tokonya', 'ditutup', 'permanen', 'transaksi', 'dari', 'bulan', 'april', 'sampai', 'sekarang', 'duit', 'tidak', 'balik', 'barang', 'tidak', 'dikirim', 'malah', 'sempet', 'transaksi', 'baru', 'ketiga', 'baru', 'dikirim', 'transaksi', 'lama', 'duit', 'gw', 'ngendap', 'balik', 'rekening', 'gabisa', 'tiap', 'transaksi', 'tokonya', 'tutup', 'baliknya', 'ke', 'saldo', 'batal', 'harus', 'respon', 'penjual', 'penjual', 'mana', 'yang', 'respon', 'cepat', 'kalau', 'toko', 'ditutup']",pelayanan cs jelek uangku kena x batal transaksi toko ditutup permanen pengembalian dana saldo dikirim rekening ku belanjain kali tokonya ditutup permanen transaksi april duit barang dikirim sempet transaksi ketiga dikirim transaksi duit gw ngendap rekening gabisa transaksi tokonya tutup baliknya saldo batal respon penjual penjual respon cepat toko ditutup,layan cs jelek uang kena x batal transaksi toko tutup permanen kembali dana saldo kirim rekening ku belanjain kali toko tutup permanen transaksi april duit barang kirim sempet transaksi tiga kirim transaksi duit gw ngendap rekening gabisa transaksi toko tutup balik saldo batal respon jual jual respon cepat toko tutup
AmAiK,"Fitur Pencarian di Tokopedia sekarang Sangat - sangat Mengecewakan, Filter - Filter pencarian yang ada sama sekali tidak berfungsi... Padahal sebelumnya yang membuat saya tetap menggunakan Tokopedia adalah fitur pencarian yang akurat.",1,6,2025-05-09 13:46:54,fitur pencarian di tokopedia sekarang sangat - sangat mengecewakan fir - fir pencarian yang ada sama sekali tidak berfungsi padahal sebelumnya yang membuat saya tetap menggunakan tokopedia adalah fitur pencarian yang akurat,fitur pencarian di tokopedia sekarang sangat - sangat mengecewakan fir - fir pencarian yang ada sama sekali tidak berfungsi padahal sebelumnya yang membuat saya tetap menggunakan tokopedia adalah fitur pencarian yang akurat,"['fitur', 'pencarian', 'di', 'tokopedia', 'sekarang', 'sangat', '-', 'sangat', 'mengecewakan', 'fir', '-', 'fir', 'pencarian', 'yang', 'ada', 'sama', 'sekali', 'tidak', 'berfungsi', 'padahal', 'sebelumnya', 'yang', 'membuat', 'saya', 'tetap', 'menggunakan', 'tokopedia', 'adalah', 'fitur', 'pencarian', 'yang', 'akurat']",fitur pencarian tokopedia - mengecewakan fir - fir pencarian berfungsi tokopedia fitur pencarian akurat,fitur cari tokopedia - kecewa fir - fir cari fungsi tokopedia fitur cari akurat
Fauzan Dz,"ini gimana kualitas layanan cfs nya? saya mau laporan bug di akun saya, dimana aaya sama sekali tidak bisa pakai kupon promo apapun, dan udh 4 hari nggak ada respon sama sekali, udah coba lewat email sama aja. nih ngapa dah colab ama tiktok malah jadi ampas bener, gue gunain tokped dari 2018,dan total transaksi udah lebih dari 1m kali, di mulai beli listrik dll via tokped semua, tapi sekarang kek gini ampas beut. ini gk ounya cfs atau apaan? platinum member aja susah bener mau chat cfs?",1,2,2025-05-09 10:24:33,ini gimana kualitas layanan cfs nya saya mau laporan bug di akun saya dimana aaya sama sekali tidak bisa pakai kupon promo apapun dan udh   nggak ada respon sama sekali udah coba lewat email sama aja nih ngapa dah colab ama tiktok malah jadi ampas bener gue gunain tokped dari dan total transaksi udah lebih dari m kali di mulai beli listrik dll via tokped semua tapi sekarang kek gini ampas beut ini gk ounya cfs atau apaan platinum member aja susah bener mau chat cfs,ini gimana kualitas layanan cfs nya saya mau laporan bug di akun saya dimana aaya sama sekali tidak bisa pakai kupon promo apapun dan udh tidak ada respon sama sekali sudah coba lewat email sama saja nih ngapa sudah colab ama tiktok malah jadi ampas benar gue gunain tokped dari dan total transaksi sudah lebih dari m kali di mulai beli listrik dll via tokped semua tapi sekarang kek gini ampas beut ini tidak ounya cfs atau apaan platinum member saja susah benar mau chat cfs,"['ini', 'gimana', 'kualitas', 'layanan', 'cfs', 'nya', 'saya', 'mau', 'laporan', 'bug', 'di', 'akun', 'saya', 'dimana', 'aaya', 'sama', 'sekali', 'tidak', 'bisa', 'pakai', 'kupon', 'promo', 'apapun', 'dan', 'udh', 'tidak', 'ada', 'respon', 'sama', 'sekali', 'sudah', 'coba', 'lewat', 'email', 'sama', 'saja', 'nih', 'ngapa', 'sudah', 'colab', 'ama', 'tiktok', 'malah', 'jadi', 'ampas', 'benar', 'gue', 'gunain', 'tokped', 'dari', 'dan', 'total', 'transaksi', 'sudah', 'lebih', 'dari', 'm', 'kali', 'di', 'mulai', 'beli', 'listrik', 'dll', 'via', 'tokped', 'semua', 'tapi', 'sekarang', 'kek', 'gini', 'ampas', 'beut', 'ini', 'tidak', 'ounya', 'cfs', 'atau', 'apaan', 'platinum', 'member', 'saja', 'susah', 'benar', 'mau', 'chat', 'cfs']",gimana kualitas layanan cfs nya laporan bug akun dimana aaya pakai kupon promo apapun udh respon coba email nih ngapa colab ama tiktok ampas gue gunain tokped total transaksi m kali beli listrik dll via tokped kek gini ampas beut ounya cfs platinum member susah chat cfs,gimana kualitas layan cfs nya lapor bug akun mana aaya pakai kupon promo apa udh respon coba email nih ngapa colab ama tiktok ampas gue gunain tokped total transaksi m kali beli listrik dll via tokped kek gin ampas beut ounya cfs platinum member susah chat cfs
Imas Tia,aman dan terpercaya,5,1,2025-05-09 09:56:18,aman dan terpercaya,aman dan terpercaya,"['aman', 'dan', 'terpercaya']",aman terpercaya,aman percaya
Achmad Tumedi Deday,proses sangat mudah dan banyak promo ..sukses selalu tokopedia,5,1,2025-05-09 09:49:32,proses sangat mudah dan banyak promo sukses selalu tokopedia,proses sangat mudah dan banyak promo sukses selalu tokopedia,"['proses', 'sangat', 'mudah', 'dan', 'banyak', 'promo', 'sukses', 'selalu', 'tokopedia']",proses mudah promo sukses tokopedia,proses mudah promo sukses tokopedia
Aryudha,"Keterangan di deskripsi produk sudah ditata dulu, sekarang amburadul semua",1,3,2025-05-09 09:45:21,keterangan di deskripsi produk sudah ditata dulu sekarang amburadul semua,keterangan di deskripsi produk sudah ditata dulu sekarang amburadul semua,"['keterangan', 'di', 'deskripsi', 'produk', 'sudah', 'ditata', 'dulu', 'sekarang', 'amburadul', 'semua']",keterangan deskripsi produk ditata amburadul,terang deskripsi produk tata amburadul
